#Enter number of particles (N): #Enter density (rho): #Enter initial temperature (T): #Enter runtime: #Enter time step (dt): #Enter random seed: #Enter burn-in time (burninTime): 
#N=343 L=7.000000 T=0.100000 runtime=40.000000 dt=0.010000 seed=13 burninTime=0.900000
# time     E         U          K         T   <[H-<H>]^2>
23.050000 -3.857172 -5.652513 1.795341 1.196894 0.001354
23.060000 -3.857031 -5.648081 1.791050 1.194033 0.001353
23.070000 -3.856802 -5.642340 1.785538 1.190359 0.001353
23.080000 -3.856072 -5.637565 1.781493 1.187662 0.001353
23.090000 -3.857060 -5.638973 1.781913 1.187942 0.001352
23.100000 -3.857171 -5.635297 1.778126 1.185417 0.001352
23.110000 -3.856291 -5.627384 1.771093 1.180728 0.001352
23.120000 -3.857324 -5.627075 1.769751 1.179834 0.001352
23.130000 -3.857548 -5.625843 1.768296 1.178864 0.001351
23.140000 -3.856150 -5.624794 1.768645 1.179096 0.001351
23.150000 -3.856811 -5.641178 1.784367 1.189578 0.001351
23.160000 -3.857595 -5.665426 1.807831 1.205221 0.001351
23.170000 -3.857623 -5.681439 1.823816 1.215877 0.001350
23.180000 -3.858067 -5.684196 1.826129 1.217419 0.001350
23.190000 -3.856881 -5.672160 1.815280 1.210186 0.001350
23.200000 -3.856526 -5.664520 1.807993 1.205329 0.001350
23.210000 -3.857358 -5.670858 1.813500 1.209000 0.001350
23.220000 -3.858077 -5.681697 1.823620 1.215747 0.001349
23.230000 -3.858087 -5.686793 1.828706 1.219138 0.001349
23.240000 -3.859749 -5.681172 1.821423 1.214282 0.001350
23.250000 -3.858075 -5.647896 1.789820 1.193214 0.001350
23.260000 -3.854845 -5.615813 1.760968 1.173979 0.001351
23.270000 -3.858052 -5.623611 1.765559 1.177039 0.001351
23.280000 -3.859334 -5.632335 1.773000 1.182000 0.001351
23.290000 -3.857976 -5.619573 1.761597 1.174398 0.001351
23.300000 -3.854809 -5.607614 1.752805 1.168536 0.001352
23.310000 -3.857112 -5.633870 1.776758 1.184505 0.001351
23.320000 -3.859214 -5.668861 1.809647 1.206431 0.001352
23.330000 -3.857774 -5.678291 1.820517 1.213678 0.001352
23.340000 -3.855705 -5.677876 1.822172 1.214781 0.001352
23.350000 -3.856802 -5.692667 1.835866 1.223910 0.001352
23.360000 -3.857860 -5.710237 1.852376 1.234917 0.001351
23.370000 -3.857815 -5.715621 1.857807 1.238538 0.001351
23.380000 -3.858291 -5.707442 1.849150 1.232767 0.001351
23.390000 -3.857717 -5.681612 1.823895 1.215930 0.001351
23.400000 -3.855623 -5.648591 1.792968 1.195312 0.001351
23.410000 -3.854500 -5.638085 1.783586 1.189057 0.001352
23.420000 -3.856759 -5.662068 1.805308 1.203539 0.001351
23.430000 -3.858506 -5.687522 1.829016 1.219344 0.001352
23.440000 -3.857433 -5.687264 1.829831 1.219887 0.001351
23.450000 -3.856126 -5.673020 1.816894 1.211262 0.001351
23.460000 -3.855888 -5.664281 1.808394 1.205596 0.001351
23.470000 -3.856440 -5.665550 1.809110 1.206073 0.001351
23.480000 -3.856706 -5.670507 1.813801 1.209201 0.001350
23.490000 -3.856993 -5.674671 1.817679 1.211786 0.001350
23.500000 -3.857439 -5.673948 1.816509 1.211006 0.001350
23.510000 -3.856825 -5.666141 1.809316 1.206210 0.001349
23.520000 -3.856662 -5.661571 1.804909 1.203273 0.001349
23.530000 -3.856853 -5.665604 1.808751 1.205834 0.001349
23.540000 -3.857545 -5.674120 1.816576 1.211050 0.001349
23.550000 -3.857810 -5.675219 1.817409 1.211606 0.001349
23.560000 -3.857514 -5.661883 1.804369 1.202913 0.001348
23.570000 -3.857463 -5.635297 1.777835 1.185223 0.001348
23.580000 -3.856533 -5.598254 1.741721 1.161148 0.001348
23.590000 -3.856270 -5.563170 1.706900 1.137933 0.001348
23.600000 -3.856077 -5.536341 1.680264 1.120176 0.001347
23.610000 -3.855982 -5.520568 1.664586 1.109724 0.001347
23.620000 -3.855507 -5.517327 1.661821 1.107881 0.001347
23.630000 -3.854876 -5.532657 1.677781 1.118521 0.001348
23.640000 -3.856335 -5.570663 1.714328 1.142885 0.001347
23.650000 -3.858058 -5.608612 1.750554 1.167036 0.001347
23.660000 -3.857575 -5.621260 1.763686 1.175790 0.001347
23.670000 -3.856459 -5.615132 1.758673 1.172449 0.001347
23.680000 -3.856502 -5.606283 1.749781 1.166521 0.001346
23.690000 -3.856354 -5.596008 1.739654 1.159769 0.001346
23.700000 -3.856055 -5.585646 1.729591 1.153061 0.001346
23.710000 -3.855441 -5.580283 1.724843 1.149895 0.001346
23.720000 -3.855483 -5.588943 1.733459 1.155639 0.001346
23.730000 -3.856796 -5.611290 1.754494 1.169663 0.001346
23.740000 -3.857609 -5.629123 1.771513 1.181009 0.001346
23.750000 -3.856452 -5.630922 1.774470 1.182980 0.001345
23.760000 -3.855638 -5.631362 1.775724 1.183816 0.001345
23.770000 -3.856118 -5.643498 1.787380 1.191587 0.001345
23.780000 -3.857030 -5.662434 1.805403 1.203602 0.001345
23.790000 -3.857499 -5.675488 1.817989 1.211993 0.001345
23.800000 -3.857172 -5.676401 1.819228 1.212819 0.001344
23.810000 -3.856792 -5.670298 1.813507 1.209004 0.001344
23.820000 -3.856764 -5.663209 1.806444 1.204296 0.001344
23.830000 -3.856739 -5.655810 1.799071 1.199381 0.001343
23.840000 -3.856664 -5.647712 1.791048 1.194032 0.001343
23.850000 -3.856148 -5.641210 1.785062 1.190041 0.001343
23.860000 -3.856332 -5.644316 1.787984 1.191989 0.001343
23.870000 -3.857305 -5.655497 1.798191 1.198794 0.001342
23.880000 -3.856935 -5.663671 1.806736 1.204490 0.001342
23.890000 -3.856607 -5.672483 1.815876 1.210584 0.001342
23.900000 -3.857039 -5.686591 1.829552 1.219702 0.001342
23.910000 -3.857892 -5.698518 1.840626 1.227084 0.001341
23.920000 -3.857899 -5.695073 1.837175 1.224783 0.001341
23.930000 -3.856942 -5.674959 1.818017 1.212011 0.001341
23.940000 -3.855276 -5.654900 1.799624 1.199749 0.001341
23.950000 -3.856789 -5.654862 1.798074 1.198716 0.001341
23.960000 -3.858429 -5.655514 1.797085 1.198057 0.001341
23.970000 -3.857451 -5.634134 1.776682 1.184455 0.001341
23.980000 -3.854772 -5.607617 1.752845 1.168564 0.001341
23.990000 -3.856166 -5.611394 1.755228 1.170152 0.001341
24.000000 -3.858773 -5.628701 1.769928 1.179952 0.001341
24.010000 -3.857418 -5.625671 1.768253 1.178836 0.001341
24.020000 -3.856876 -5.616359 1.759482 1.172988 0.001341
24.030000 -3.857718 -5.607129 1.749411 1.166274 0.001340
24.040000 -3.856611 -5.586591 1.729980 1.153320 0.001340
24.050000 -3.855616 -5.566867 1.711251 1.140834 0.001340
24.060000 -3.855984 -5.561055 1.705071 1.136714 0.001340
24.070000 -3.855259 -5.568036 1.712777 1.141851 0.001340
24.080000 -3.854251 -5.598010 1.743759 1.162506 0.001341
24.090000 -3.856510 -5.659193 1.802683 1.201789 0.001341
24.100000 -3.860058 -5.715768 1.855709 1.237140 0.001342
24.110000 -3.860500 -5.716673 1.856172 1.237448 0.001344
24.120000 -3.857352 -5.658686 1.801334 1.200889 0.001344
24.130000 -3.854747 -5.591605 1.736858 1.157905 0.001344
24.140000 -3.855125 -5.558457 1.703332 1.135555 0.001344
24.150000 -3.856108 -5.559920 1.703812 1.135875 0.001344
24.160000 -3.856516 -5.580169 1.723653 1.149102 0.001344
24.170000 -3.856758 -5.608008 1.751250 1.167500 0.001343
24.180000 -3.857323 -5.634332 1.777009 1.184672 0.001343
24.190000 -3.857414 -5.649317 1.791903 1.194602 0.001343
24.200000 -3.857095 -5.651873 1.794778 1.196519 0.001343
24.210000 -3.856825 -5.650611 1.793786 1.195857 0.001342
24.220000 -3.858262 -5.649289 1.791027 1.194018 0.001342
24.230000 -3.856860 -5.635384 1.778523 1.185682 0.001342
24.240000 -3.855888 -5.627768 1.771880 1.181253 0.001342
24.250000 -3.857664 -5.636595 1.778931 1.185954 0.001342
24.260000 -3.857833 -5.636163 1.778331 1.185554 0.001342
24.270000 -3.856873 -5.618312 1.761438 1.174292 0.001341
24.280000 -3.855954 -5.594737 1.738783 1.159189 0.001341
24.290000 -3.854872 -5.580598 1.725725 1.150483 0.001342
24.300000 -3.854950 -5.591417 1.736467 1.157644 0.001342
24.310000 -3.856586 -5.624584 1.767998 1.178666 0.001342
24.320000 -3.857389 -5.656395 1.799006 1.199337 0.001341
24.330000 -3.857360 -5.672209 1.814849 1.209900 0.001341
24.340000 -3.856286 -5.673928 1.817643 1.211762 0.001341
24.350000 -3.856166 -5.677753 1.821587 1.214391 0.001341
24.360000 -3.856615 -5.687433 1.830818 1.220545 0.001340
24.370000 -3.855722 -5.698315 1.842593 1.228395 0.001340
24.380000 -3.856719 -5.717089 1.860370 1.240246 0.001340
24.390000 -3.859653 -5.726054 1.866401 1.244267 0.001341
24.400000 -3.860294 -5.686449 1.826155 1.217437 0.001343
24.410000 -3.855969 -5.599513 1.743544 1.162363 0.001342
24.420000 -3.853146 -5.534060 1.680914 1.120609 0.001344
24.430000 -3.855378 -5.535349 1.679971 1.119981 0.001344
24.440000 -3.857885 -5.573987 1.716102 1.144068 0.001344
24.450000 -3.859142 -5.606189 1.747047 1.164698 0.001345
24.460000 -3.857601 -5.610274 1.752672 1.168448 0.001345
24.470000 -3.856572 -5.602212 1.745640 1.163760 0.001344
24.480000 -3.856262 -5.596583 1.740321 1.160214 0.001344
24.490000 -3.855147 -5.598550 1.743403 1.162268 0.001344
24.500000 -3.855617 -5.618792 1.763175 1.175450 0.001344
24.510000 -3.857483 -5.647395 1.789913 1.193275 0.001344
24.520000 -3.857464 -5.658222 1.800759 1.200506 0.001344
24.530000 -3.855897 -5.650454 1.794558 1.196372 0.001344
24.540000 -3.855830 -5.644604 1.788774 1.192516 0.001344
24.550000 -3.857799 -5.640766 1.782968 1.188645 0.001343
24.560000 -3.857545 -5.615124 1.757579 1.171719 0.001343
24.570000 -3.854893 -5.573914 1.719021 1.146014 0.001343
24.580000 -3.854120 -5.554582 1.700463 1.133642 0.001344
24.590000 -3.855490 -5.570549 1.715059 1.143373 0.001344
24.600000 -3.857189 -5.602015 1.744826 1.163217 0.001344
24.610000 -3.858078 -5.622042 1.763964 1.175976 0.001344
24.620000 -3.858032 -5.615651 1.757618 1.171746 0.001344
24.630000 -3.856975 -5.584575 1.727600 1.151733 0.001344
24.640000 -3.854977 -5.548631 1.693654 1.129103 0.001344
24.650000 -3.854310 -5.539965 1.685655 1.123770 0.001345
24.660000 -3.856056 -5.569667 1.713611 1.142407 0.001345
24.670000 -3.856919 -5.616221 1.759303 1.172868 0.001344
24.680000 -3.857224 -5.663311 1.806087 1.204058 0.001344
24.690000 -3.858953 -5.699737 1.840784 1.227189 0.001344
24.700000 -3.858782 -5.700950 1.842169 1.228112 0.001345
24.710000 -3.856763 -5.667420 1.810656 1.207104 0.001344
24.720000 -3.854670 -5.629978 1.775308 1.183539 0.001345
24.730000 -3.854725 -5.619547 1.764822 1.176548 0.001345
24.740000 -3.856674 -5.635375 1.778701 1.185801 0.001345
24.750000 -3.857042 -5.650954 1.793912 1.195941 0.001345
24.760000 -3.856433 -5.657994 1.801560 1.201040 0.001345
24.770000 -3.856311 -5.664254 1.807943 1.205296 0.001344
24.780000 -3.856800 -5.672231 1.815431 1.210287 0.001344
24.790000 -3.856617 -5.675664 1.819048 1.212698 0.001344
24.800000 -3.856118 -5.675690 1.819572 1.213048 0.001344
24.810000 -3.855845 -5.678555 1.822710 1.215140 0.001343
24.820000 -3.856256 -5.687384 1.831128 1.220752 0.001343
24.830000 -3.857710 -5.694956 1.837246 1.224831 0.001343
24.840000 -3.857823 -5.683686 1.825864 1.217242 0.001343
24.850000 -3.856078 -5.655079 1.799000 1.199333 0.001343
24.860000 -3.855158 -5.635975 1.780817 1.187211 0.001343
24.870000 -3.857425 -5.637103 1.779678 1.186452 0.001343
24.880000 -3.857452 -5.631426 1.773973 1.182649 0.001342
24.890000 -3.855829 -5.614335 1.758506 1.172337 0.001342
24.900000 -3.854060 -5.607570 1.753510 1.169007 0.001343
24.910000 -3.855668 -5.630655 1.774986 1.183324 0.001343
24.920000 -3.858230 -5.659142 1.800912 1.200608 0.001343
24.930000 -3.858037 -5.655870 1.797832 1.198555 0.001343
24.940000 -3.856374 -5.622028 1.765654 1.177103 0.001343
24.950000 -3.854900 -5.584409 1.729510 1.153006 0.001343
24.960000 -3.855102 -5.568054 1.712952 1.141968 0.001343
24.970000 -3.856402 -5.570496 1.714094 1.142729 0.001343
24.980000 -3.855575 -5.574300 1.718725 1.145817 0.001343
24.990000 -3.855261 -5.587092 1.731831 1.154554 0.001343
25.000000 -3.856818 -5.611105 1.754287 1.169525 0.001343
25.010000 -3.858053 -5.624743 1.766690 1.177793 0.001343
25.020000 -3.856650 -5.613175 1.756525 1.171017 0.001343
25.030000 -3.854825 -5.597833 1.743008 1.162005 0.001343
25.040000 -3.855688 -5.604959 1.749271 1.166181 0.001343
25.050000 -3.857014 -5.625176 1.768162 1.178775 0.001343
25.060000 -3.857774 -5.637464 1.779690 1.186460 0.001342
25.070000 -3.857237 -5.629878 1.772641 1.181761 0.001342
25.080000 -3.855714 -5.610705 1.754991 1.169994 0.001342
25.090000 -3.855388 -5.601439 1.746051 1.164034 0.001342
25.100000 -3.855686 -5.609980 1.754294 1.169529 0.001342
25.110000 -3.856696 -5.632281 1.775585 1.183723 0.001342
25.120000 -3.857237 -5.655141 1.797904 1.198603 0.001342
25.130000 -3.856947 -5.670194 1.813247 1.208831 0.001341
25.140000 -3.856420 -5.681290 1.824870 1.216580 0.001341
25.150000 -3.857641 -5.692170 1.834529 1.223019 0.001341
25.160000 -3.859039 -5.683830 1.824791 1.216527 0.001341
25.170000 -3.857215 -5.640089 1.782874 1.188583 0.001341
25.180000 -3.854815 -5.589417 1.734602 1.156401 0.001341
25.190000 -3.854566 -5.572115 1.717550 1.145033 0.001342
25.200000 -3.856950 -5.593228 1.736278 1.157519 0.001342
25.210000 -3.858508 -5.618808 1.760300 1.173533 0.001342
25.220000 -3.858350 -5.622042 1.763692 1.175795 0.001342
25.230000 -3.857690 -5.601918 1.744227 1.162818 0.001342
25.240000 -3.857813 -5.566275 1.708462 1.138974 0.001342
25.250000 -3.857192 -5.516030 1.658838 1.105892 0.001341
25.260000 -3.855258 -5.464165 1.608907 1.072605 0.001341
25.270000 -3.854024 -5.441458 1.587433 1.058289 0.001342
25.280000 -3.854490 -5.468706 1.614215 1.076144 0.001343
25.290000 -3.856747 -5.536632 1.679885 1.119923 0.001343
25.300000 -3.858211 -5.608907 1.750697 1.167131 0.001343
25.310000 -3.857471 -5.659643 1.802172 1.201448 0.001342
25.320000 -3.855963 -5.695786 1.839823 1.226549 0.001342
25.330000 -3.857011 -5.734155 1.877144 1.251429 0.001342
25.340000 -3.858027 -5.761215 1.903188 1.268792 0.001342
25.350000 -3.857004 -5.763090 1.906086 1.270724 0.001342
25.360000 -3.856030 -5.752796 1.896766 1.264511 0.001342
25.370000 -3.856075 -5.745284 1.889209 1.259473 0.001341
25.380000 -3.857685 -5.739378 1.881693 1.254462 0.001341
25.390000 -3.857981 -5.715987 1.858006 1.238671 0.001341
25.400000 -3.855634 -5.675949 1.820315 1.213543 0.001341
25.410000 -3.854544 -5.653648 1.799104 1.199403 0.001342
25.420000 -3.856793 -5.664690 1.807897 1.205264 0.001341
25.430000 -3.858833 -5.677542 1.818708 1.212472 0.001342
25.440000 -3.856969 -5.663143 1.806175 1.204116 0.001341
25.450000 -3.855366 -5.642453 1.787088 1.191392 0.001341
25.460000 -3.856720 -5.636063 1.779343 1.186229 0.001341
25.470000 -3.858053 -5.627953 1.769899 1.179933 0.001341
25.480000 -3.858255 -5.600187 1.741932 1.161288 0.001341
25.490000 -3.856729 -5.554614 1.697885 1.131923 0.001341
25.500000 -3.855088 -5.518017 1.662929 1.108619 0.001341
25.510000 -3.855181 -5.516668 1.661487 1.107658 0.001341
25.520000 -3.856013 -5.550870 1.694857 1.129905 0.001341
25.530000 -3.857884 -5.604876 1.746991 1.164661 0.001341
25.540000 -3.859016 -5.649369 1.790354 1.193569 0.001341
25.550000 -3.857495 -5.667476 1.809981 1.206654 0.001341
25.560000 -3.856896 -5.676368 1.819472 1.212981 0.001341
25.570000 -3.858850 -5.682956 1.824106 1.216071 0.001341
25.580000 -3.859433 -5.661918 1.802485 1.201657 0.001342
25.590000 -3.856020 -5.608396 1.752376 1.168251 0.001342
25.600000 -3.854649 -5.566575 1.711926 1.141284 0.001342
25.610000 -3.855585 -5.558521 1.702936 1.135291 0.001342
25.620000 -3.856317 -5.571907 1.715590 1.143727 0.001342
25.630000 -3.856304 -5.594803 1.738499 1.158999 0.001342
25.640000 -3.856668 -5.625104 1.768436 1.178957 0.001342
25.650000 -3.857488 -5.656161 1.798673 1.199115 0.001341
25.660000 -3.857683 -5.675004 1.817321 1.211547 0.001341
25.670000 -3.856432 -5.678720 1.822289 1.214859 0.001341
25.680000 -3.855287 -5.685164 1.829877 1.219918 0.001341
25.690000 -3.856833 -5.708537 1.851704 1.234470 0.001341
25.700000 -3.857328 -5.731679 1.874351 1.249568 0.001341
25.710000 -3.857241 -5.745881 1.888640 1.259094 0.001340
25.720000 -3.858352 -5.749642 1.891290 1.260860 0.001340
25.730000 -3.858836 -5.729041 1.870206 1.246804 0.001341
25.740000 -3.857938 -5.678778 1.820840 1.213894 0.001341
25.750000 -3.854822 -5.617780 1.762958 1.175306 0.001341
25.760000 -3.853738 -5.591381 1.737643 1.158429 0.001342
25.770000 -3.856914 -5.613112 1.756198 1.170799 0.001342
25.780000 -3.858705 -5.638945 1.780239 1.186826 0.001342
25.790000 -3.857532 -5.639624 1.782092 1.188061 0.001342
25.800000 -3.857090 -5.625438 1.768348 1.178899 0.001342
25.810000 -3.856773 -5.604332 1.747559 1.165039 0.001341
25.820000 -3.855396 -5.583845 1.728450 1.152300 0.001341
25.830000 -3.854711 -5.585070 1.730359 1.153573 0.001342
25.840000 -3.856608 -5.617491 1.760883 1.173922 0.001342
25.850000 -3.858350 -5.655760 1.797410 1.198274 0.001342
25.860000 -3.858025 -5.673601 1.815576 1.210384 0.001342
25.870000 -3.856146 -5.677365 1.821219 1.214146 0.001341
25.880000 -3.857045 -5.688809 1.831765 1.221176 0.001341
25.890000 -3.857294 -5.698062 1.840768 1.227179 0.001341
25.900000 -3.856047 -5.701879 1.845831 1.230554 0.001341
25.910000 -3.856100 -5.716808 1.860708 1.240472 0.001340
25.920000 -3.858668 -5.740555 1.881887 1.254591 0.001341
25.930000 -3.860047 -5.736980 1.876933 1.251289 0.001342
25.940000 -3.857693 -5.689011 1.831318 1.220879 0.001342
25.950000 -3.855645 -5.630647 1.775002 1.183334 0.001342
25.960000 -3.855000 -5.596400 1.741400 1.160933 0.001342
25.970000 -3.854898 -5.599079 1.744181 1.162787 0.001342
25.980000 -3.856705 -5.635869 1.779164 1.186109 0.001342
25.990000 -3.857714 -5.679535 1.821821 1.214548 0.001342
26.000000 -3.857741 -5.710592 1.852851 1.235234 0.001342
26.010000 -3.857487 -5.726127 1.868641 1.245760 0.001342
26.020000 -3.857922 -5.727089 1.869167 1.246111 0.001341
26.030000 -3.856712 -5.711232 1.854519 1.236346 0.001341
26.040000 -3.855404 -5.696104 1.840701 1.227134 0.001341
26.050000 -3.856226 -5.699741 1.843516 1.229010 0.001341
26.060000 -3.857042 -5.712962 1.855920 1.237280 0.001341
26.070000 -3.857536 -5.722801 1.865265 1.243510 0.001341
26.080000 -3.858237 -5.719656 1.861419 1.240946 0.001341
26.090000 -3.858026 -5.694313 1.836287 1.224191 0.001340
26.100000 -3.857078 -5.651626 1.794548 1.196365 0.001340
26.110000 -3.855299 -5.611115 1.755815 1.170544 0.001340
26.120000 -3.854958 -5.601427 1.746469 1.164313 0.001341
26.130000 -3.856389 -5.628636 1.772247 1.181498 0.001340
26.140000 -3.858297 -5.669080 1.810783 1.207189 0.001340
26.150000 -3.859732 -5.688652 1.828920 1.219280 0.001341
26.160000 -3.857863 -5.666215 1.808351 1.205567 0.001341
26.170000 -3.855787 -5.626200 1.770412 1.180275 0.001341
26.180000 -3.856116 -5.598230 1.742113 1.161409 0.001341
26.190000 -3.856001 -5.582432 1.726431 1.150954 0.001341
26.200000 -3.856411 -5.577699 1.721288 1.147525 0.001341
26.210000 -3.856910 -5.577858 1.720948 1.147299 0.001340
26.220000 -3.856534 -5.577188 1.720654 1.147103 0.001340
26.230000 -3.856078 -5.582095 1.726017 1.150678 0.001340
26.240000 -3.857053 -5.598296 1.741243 1.160829 0.001340
26.250000 -3.858035 -5.612160 1.754125 1.169417 0.001340
26.260000 -3.857364 -5.609565 1.752201 1.168134 0.001339
26.270000 -3.855589 -5.600567 1.744979 1.163319 0.001339
26.280000 -3.855722 -5.608800 1.753078 1.168719 0.001339
26.290000 -3.857773 -5.631254 1.773481 1.182321 0.001339
26.300000 -3.858226 -5.639514 1.781288 1.187525 0.001339
26.310000 -3.857656 -5.625338 1.767682 1.178454 0.001339
26.320000 -3.858094 -5.595979 1.737885 1.158590 0.001339
26.330000 -3.857175 -5.552717 1.695541 1.130361 0.001339
26.340000 -3.856119 -5.514944 1.658825 1.105884 0.001338
26.350000 -3.855835 -5.503537 1.647703 1.098468 0.001338
26.360000 -3.856039 -5.526312 1.670273 1.113515 0.001338
26.370000 -3.859170 -5.570685 1.711515 1.141010 0.001339
26.380000 -3.859003 -5.591061 1.732059 1.154706 0.001339
26.390000 -3.857742 -5.581032 1.723291 1.148861 0.001339
26.400000 -3.855875 -5.561011 1.705137 1.136758 0.001339
26.410000 -3.855030 -5.561538 1.706507 1.137672 0.001339
26.420000 -3.856239 -5.597063 1.740824 1.160549 0.001339
26.430000 -3.858848 -5.648088 1.789240 1.192827 0.001339
26.440000 -3.859988 -5.674971 1.814983 1.209989 0.001340
26.450000 -3.858439 -5.658890 1.800451 1.200301 0.001340
26.460000 -3.857269 -5.618472 1.761203 1.174135 0.001340
26.470000 -3.856844 -5.572491 1.715647 1.143765 0.001340
26.480000 -3.855091 -5.534280 1.679189 1.119459 0.001340
26.490000 -3.855496 -5.527241 1.671745 1.114497 0.001340
26.500000 -3.856300 -5.548412 1.692112 1.128075 0.001340
26.510000 -3.857145 -5.582611 1.725466 1.150311 0.001340
26.520000 -3.857497 -5.614251 1.756755 1.171170 0.001340
26.530000 -3.856802 -5.636248 1.779447 1.186298 0.001339
26.540000 -3.856812 -5.655040 1.798228 1.198819 0.001339
26.550000 -3.856806 -5.671158 1.814352 1.209568 0.001339
26.560000 -3.858112 -5.681649 1.823537 1.215691 0.001339
26.570000 -3.858745 -5.669521 1.810776 1.207184 0.001339
26.580000 -3.856452 -5.630306 1.773853 1.182569 0.001339
26.590000 -3.855391 -5.597160 1.741769 1.161180 0.001339
26.600000 -3.856526 -5.588351 1.731826 1.154551 0.001339
26.610000 -3.856329 -5.593318 1.736989 1.157993 0.001338
26.620000 -3.856401 -5.611857 1.755457 1.170304 0.001338
